Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
BDI,Burundi,354,General government total expenditure,National Currency,,,,,,,,,,,39.244,47.377,68.514,63.677,52.668,64.277,74.791,74.865,92.805,115.123,154.593,184.917,184.885,309.752,411.096,400.44,477.769,571.71,786.676,829.723,1021.53,1189.47,1263.66,1325.58,1190.99,1130.55,1105.49,1321.54,1463.19,1724.79,2127.78,2299.68,1836.7,1917.8,2001.43,2086.86,2174.56
BDI,Burundi,355,General government net lending/borrowing,National Currency,,,,,,,,,,,18.344,10.211,-10.925,-3.231,-4.788,-10.801,-26.359,-17.865,-20.635,-29.98,-40.363,-63.485,-41.335,-125.18,-155.759,-127.537,-129.991,-36.835,-51.682,-112.374,-90.97,-98.429,-127.695,-72.396,-164.434,-368.878,-348.257,-274.598,-384.124,-474.136,-696.32,-695.924,-217.757,-205.901,-181.609,-165.187,-146.309
BDI,Burundi,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,-6.813,0.429,-1.213,-6.328,-21.359,-11.165,-11.185,-17.145,-26.091,-45.027,-22.612,-100.31,-131.247,-95.547,-105.69,-6.965,-22.682,-86.124,-76.111,-72.886,-100.61,-42.826,-143.334,-343.878,-316.346,-237.998,-345.831,-445.386,-523.321,-513.838,-39.848,-47.058,-42.912,-37.886,-31.617
BDI,Burundi,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,855.743,927.328,1222.03,1460.68,1740.32,1655.05,1706.21,1901.73,1959.21,561.119,1173.28,1204.1,1394.48,1443.33,1589.08,1948.32,2258.5,2572.62,2868.1,3293.71,3984.59,4654.19,4854.56,5047.44,5221.58,5384.93,5530.71
BDI,Burundi,360,Gross domestic product corresponding to fiscal year,National Currency,85.546,89.022,94.027,102.819,120.365,141.246,140.742,143.488,152.798,179.42,193.662,211.849,225.439,227.738,233.554,249.687,262.893,342.542,399.881,487.88,627.262,727.963,768.145,849.382,1007.49,1208.24,1309.9,1467.23,1911.14,2184.18,2501.05,2819.53,3365.81,3812.5,4185,4879.79,4897.1,5485.07,5414.49,5477.47,5732.16,6157.13,6542.28,6950.07,7372.57,7766.77,8175.18
BDI,Burundi,362,Volume of imports (% change),Percent change,-4.014,-3.577,32.512,-7.35,9.079,-21.3,6.471,-14.224,0.499,-11.097,17.633,5.473,-13.182,-17.657,20.971,-0.079,-41.792,-22.457,55.236,-1.414,1.723,8.766,11.102,22.639,1.893,56.443,17.182,69.992,-31.955,3.528,86.968,-19.509,10.992,-0.547,-13.909,-28.373,7.422,14.988,17.291,44.459,6.06,2.596,5.006,3.611,3.543,2.801,2.913
BDI,Burundi,363,Volume of exports (% change),Percent change,-50.26,46.636,11.57,-15.462,18.571,14.6,-12.629,8.917,1.766,-10.015,0.413,15.859,16.672,-21.015,-24.561,33.897,-51.809,87.117,-26.088,7.448,4.724,4,-18.692,29.491,-11.377,2.817,-19.662,15.41,-11.431,0.728,13.6,3.31,14.582,-7.051,34.751,-2.843,19.364,31.533,15.501,-4.681,-21.745,7.966,12.409,6.21,5.045,5.151,5.239
BDI,Burundi,2777,General government total expenditure,% of GDP,,,,,,,,,,,20.264,22.364,30.391,27.961,22.551,25.743,28.449,21.856,23.208,23.597,24.646,25.402,24.069,36.468,40.804,33.142,36.474,38.965,41.163,37.988,40.844,42.187,37.544,34.769,28.459,23.168,22.574,24.093,27.024,31.489,37.12,37.35,28.074,27.594,27.147,26.869,26.6
BDI,Burundi,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,9.472,4.82,-4.846,-1.419,-2.05,-4.326,-10.026,-5.215,-5.16,-6.145,-6.435,-8.721,-5.381,-14.738,-15.46,-10.556,-9.924,-2.51,-2.704,-5.145,-3.637,-3.491,-3.794,-1.899,-3.929,-7.559,-7.111,-5.006,-7.094,-8.656,-12.148,-11.303,-3.328,-2.963,-2.463,-2.127,-1.79
BDI,Burundi,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,-3.022,0.188,-0.52,-2.534,-8.125,-3.259,-2.797,-3.514,-4.159,-6.185,-2.944,-11.81,-13.027,-7.908,-8.069,-0.475,-1.187,-3.943,-3.043,-2.585,-2.989,-1.123,-3.425,-7.047,-6.46,-4.339,-6.387,-8.131,-9.13,-8.345,-0.609,-0.677,-0.582,-0.488,-0.387
BDI,Burundi,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,136.425,127.387,159.088,171.969,172.738,136.98,130.255,129.613,102.515,25.69,46.912,42.706,41.431,37.858,37.971,39.926,46.119,46.902,52.971,60.132,69.513,75.59,74.203,72.624,70.824,69.333,67.652
BDI,Burundi,3092,"Inflation, average consumer prices",Percent change,1.2,12.167,5.868,8.151,14.317,3.804,1.676,7.113,4.487,11.662,7.002,8.997,1.797,9.657,14.897,19.221,26.512,31.063,12.471,3.522,25.523,7.868,-1.258,10.574,8.177,13.253,2.744,8.412,24.407,10.557,6.496,9.583,18.176,7.938,4.417,5.554,5.526,1.582,-3.98,-0.709,7.305,4.075,2.024,2.095,2.065,2.066,2.068
BEL,Belgium,345,Total investment (% of GDP),% of GDP,27.394,23.319,22.289,19.437,20.433,19.655,19.246,20.309,22.598,24.33,25.204,23.637,23.377,22.684,22.724,21.79,21.631,22.301,22.349,22.689,23.783,22.634,20.748,20.964,22.667,23.681,23.97,24.603,25.937,22.173,23.127,24.507,23.69,22.428,23.136,23.628,24.252,24.458,25.527,24.952,25.271,26.046,26.083,26.307,26.389,26.304,26.333
BEL,Belgium,346,Gross national savings (% of GDP),% of GDP,19.837,17.417,16.597,16.305,17.518,17.599,18.718,19.677,22.185,23.474,23.647,22.736,23.056,24.409,25.628,25.77,25.247,26.212,26.086,28.877,26.203,24.126,25.249,24.362,25.765,25.676,25.821,26.099,24.931,23.831,24.751,22.568,23.609,23.383,23.908,25.011,24.804,25.156,24.732,25.302,24.53,25.123,24.574,24.909,25.326,25.584,25.887
BEL,Belgium,347,"Inflation, average consumer prices",Index,39.608,42.629,46.348,49.9,53.067,55.65,56.371,57.247,57.913,59.711,61.773,63.729,65.168,66.787,68.387,69.253,70.476,71.535,72.184,73.003,74.959,76.784,77.973,79.155,80.625,82.671,84.595,86.132,89.998,89.993,92.093,95.18,97.679,98.898,99.383,99.999,101.769,104.033,106.437,107.766,108.227,110.089,112.191,114.183,116.237,118.309,120.434
BEL,Belgium,352,Population (WEO),Value,9.855,9.863,9.855,9.858,9.853,9.858,9.859,9.865,9.876,9.928,9.948,9.987,10.022,10.068,10.101,10.131,10.143,10.17,10.192,10.214,10.239,10.263,10.31,10.356,10.396,10.446,10.511,10.585,10.667,10.753,10.84,11.001,11.076,11.138,11.181,11.237,11.311,11.352,11.399,11.456,11.522,11.556,11.606,11.652,11.696,11.737,11.775
BEL,Belgium,354,General government total expenditure,National Currency,50.991,59.94,62.841,69.435,71.283,74.908,77.334,77.916,80.511,84.799,89.901,96.359,101.705,106.896,107.923,110.812,113.684,115.64,118.544,122.358,126.646,130.527,136.364,143.545,146.388,160.792,158.639,166.871,178.599,189.454,195.654,207.927,218.102,220.47,224.069,223.851,228.451,231.533,240.155,247.877,273.322,275.67,276.218,286.203,296.864,305.725,315.593
BEL,Belgium,355,General government net lending/borrowing,National Currency,-8.702,-15.019,-12.944,-16.144,-13.011,-12.831,-13.285,-10.936,-10.793,-12.191,-11.563,-13.29,-15.316,-14.442,-10.44,-9.49,-8.577,-4.821,-2.384,-1.571,-0.203,0.616,-0.12,-5.242,-0.709,-8.418,0.779,0.229,-3.853,-18.817,-14.844,-16.279,-16.677,-12.294,-12.314,-10.058,-10.164,-3.055,-3.654,-9.279,-45.827,-34.847,-24.96,-25.147,-26.513,-26.961,-28.15
BEL,Belgium,356,General government structural balance,National Currency,,-14.426,-12.337,-15.77,-12.598,-12.432,-12.837,-10.42,-10.38,-11.917,-13.69,-15.189,,-12.478,-9.236,-8.551,-6.919,-4.441,-1.59,-1.944,-2.004,0.101,0.054,-3.004,-2.867,-1.7,-2.058,-2.393,-5.189,-13.868,-13.854,-14.961,-13.568,-11.387,-10.42,-8.229,-7.438,-2.918,-5.25,-10.512,-16.259,-19.263,-20.67,-23.044,-25.262,-26.849,-28.162
BEL,Belgium,357,General government primary net lending/borrowing,National Currency,-3.523,-7.91,-4.262,-6.443,-2.383,-0.937,-0.359,2.083,2.914,4.631,6.82,5.311,3.815,5.053,7.137,8.091,8.532,11.559,13.887,14.13,15.841,16.493,14.538,8.679,12.571,4.107,12.992,12.597,8.551,-6.902,-3.241,-4.473,-4.479,-0.751,-0.749,0.66,0.02,6.127,4.793,-1.177,-38.396,-28.086,-19.482,-20.354,-21.83,-22.124,-23.195
BEL,Belgium,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,258.041,257.894,258.52,260.423,262.083,261.18,262.525,267.79,270.098,270.409,289.161,307.969,322.768,344.397,355.42,363.527,376.36,383.457,392.238,393.087,397.532,405.8,455.8,489.407,518.189,546.482,575.173,,634.138
BEL,Belgium,359,General government gross debt,National Currency,68.637,84.041,101.028,118.476,133.02,147.368,161.076,173.694,186.502,197.118,215.467,228.31,244.994,260.273,270.66,276.344,276.44,278.493,277.255,279.531,280.96,286.055,288.111,285.867,288.419,294.975,297.495,300.064,327.683,347.224,364.132,389.107,404.752,414.432,431.4,438.49,451.614,453.98,459.307,466.961,516.961,550.568,579.35,607.643,636.334,665.287,695.299
BEL,Belgium,360,Gross domestic product corresponding to fiscal year,National Currency,89.375,93.706,101.399,107.425,116.061,123.436,129.202,134.409,143.81,155.938,165.353,173.228,181.903,187.346,197.442,210.489,214.288,224.101,232.624,242.306,256.376,264.335,273.255,281.201,296.82,310.037,325.151,343.619,351.742,346.473,363.14,375.968,386.175,392.88,403.004,416.702,430.085,444.991,460.419,476.204,449.571,475.194,498.434,517.656,535.217,551.749,568.989
BEL,Belgium,362,Volume of imports (% change),Percent change,2.8,-3.189,2.32,-1.248,6.732,1,4.841,6.232,9.715,8.711,6.227,2.148,4.585,0.5,8,8.4,4.221,8.908,5.561,2.681,12.157,1.409,7.384,0.604,6.95,5.08,4.627,6.023,-2.31,-11.797,7.171,4.304,-1.627,0.439,1.852,1.053,5.525,-0.229,1.274,-0.719,-5.176,6.465,5.645,4.345,3.972,3.835,3.868
BEL,Belgium,363,Volume of exports (% change),Percent change,-0.3,1.679,3.023,2.362,7.516,0.3,2.382,3.9,9.739,7.832,4.744,2.288,4.262,11.5,8.3,8.9,3.717,9.994,4.759,4.486,11.807,2.134,7.974,-0.221,7.223,4.105,5.028,4.877,-2.475,-10.88,8.484,4.342,-0.853,2.335,1.587,1.368,3.516,1.103,0.963,-0.079,-5.827,6.547,5.017,4.087,3.726,3.648,3.585
BEL,Belgium,2777,General government total expenditure,% of GDP,57.053,63.966,61.974,64.636,61.419,60.686,59.855,57.97,55.984,54.38,54.369,55.625,55.912,57.058,54.66,52.645,53.052,51.602,50.959,50.497,49.398,49.379,49.904,51.047,49.319,51.862,48.789,48.563,50.775,54.681,53.878,55.304,56.478,56.116,55.6,53.72,53.118,52.031,52.16,52.053,60.796,58.012,55.417,55.288,55.466,55.41,55.466
BEL,Belgium,2779,General government net lending/borrowing,% of GDP,-9.737,-16.028,-12.765,-15.028,-11.21,-10.395,-10.282,-8.137,-7.505,-7.818,-6.993,-7.672,-8.42,-7.709,-5.288,-4.509,-4.003,-2.151,-1.025,-0.648,-0.079,0.233,-0.044,-1.864,-0.239,-2.715,0.239,0.067,-1.095,-5.431,-4.088,-4.33,-4.319,-3.129,-3.056,-2.414,-2.363,-0.686,-0.794,-1.948,-10.194,-7.333,-5.008,-4.858,-4.954,-4.886,-4.947
BEL,Belgium,2781,General government structural balance,% of GDP,,-15.472,-12.067,-14.344,-10.666,-9.869,-9.72,-7.604,-7.254,-7.757,-8.446,-8.887,-9.086,-6.496,-4.617,-4.021,-3.174,-1.974,-0.678,-0.805,-0.794,0.039,0.02,-1.055,-0.964,-0.548,-0.636,,-1.491,-3.92,-3.79,-3.967,-3.48,-2.845,-2.541,-1.951,-1.707,-0.649,-1.135,-2.21,-3.492,-3.956,-4.107,-4.443,-4.721,-4.864,-4.95
BEL,Belgium,2783,General government primary net lending/borrowing,% of GDP,-3.941,-8.441,-4.204,-5.998,-2.053,-0.759,-0.278,1.55,2.026,2.97,4.124,3.066,2.097,2.697,3.615,3.844,3.982,5.158,5.97,5.832,6.179,6.239,5.32,3.086,4.235,1.325,3.996,3.666,2.431,-1.992,-0.893,-1.19,-1.16,-0.191,-0.186,0.158,0.005,1.377,1.041,-0.247,-8.541,-5.911,-3.909,-3.932,-4.079,-4.01,-4.076
BEL,Belgium,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,110.926,106.433,100.836,98.52,95.912,92.88,88.446,86.374,83.068,78.694,82.208,88.887,88.883,91.603,92.036,92.529,93.389,92.022,91.2,88.336,86.341,85.216,101.385,102.991,103.963,105.569,107.465,109.493,111.45
BEL,Belgium,2787,General government gross debt,% of GDP,76.797,89.686,99.634,110.287,114.612,119.388,124.67,129.228,129.686,126.408,130.308,131.797,134.684,138.926,137.083,131.287,129.004,124.271,119.186,115.363,109.589,108.217,105.437,101.659,97.17,95.142,91.494,87.325,93.16,100.217,100.273,103.495,104.811,105.486,107.046,105.229,105.006,102.02,99.758,98.059,114.99,115.862,116.234,117.384,118.893,120.578,122.199
BEL,Belgium,3092,"Inflation, average consumer prices",Percent change,6.656,7.626,8.723,7.663,6.348,4.868,1.296,1.554,1.162,3.105,3.453,3.167,2.257,2.485,2.396,1.267,1.765,1.503,0.907,1.135,2.679,2.435,1.548,1.517,1.857,2.537,2.328,1.816,4.489,-0.006,2.334,3.353,2.626,1.248,0.49,0.62,1.77,2.224,2.311,1.249,0.428,1.721,1.909,1.775,1.799,1.783,1.796
BEL,Belgium,3296,Unemployment rate (% of total labor force) (WEO),%,8.3,10,11.5,10.742,10.825,10.117,10.05,9.808,8.833,7.367,6.558,6.45,7.092,8.625,9.75,9.683,9.55,9.217,9.342,8.425,6.858,6.567,7.525,8.175,8.383,8.475,8.267,7.492,6.967,7.908,8.308,7.142,7.55,8.45,8.55,8.483,7.842,7.117,5.958,5.358,5.608,6.825,6.557,6.064,5.863,5.763,5.713
BEN,Benin,345,Total investment (% of GDP),% of GDP,29.581,35.271,28.176,14.187,11.383,7.459,11.083,10.082,12.721,9.094,11.763,12.14,11.793,12.286,13.472,16.755,13.199,15.092,14.387,18.227,16.008,17.753,14.834,15.164,15.219,12.086,12.873,16.377,13.74,14.866,15.608,16.462,15.276,18.862,19.257,20.732,20.272,23.96,26.392,25.63,28.334,27.749,27.49,28.051,27.804,27.85,27.454
BEN,Benin,346,Gross national savings (% of GDP),% of GDP,20.167,13.137,1.987,0.667,5.847,3.302,4.623,4.666,5.308,6.939,9.866,9.79,8.177,8.816,11.189,11.767,9.871,9.422,9.892,13.317,12.482,15.025,9.924,8.958,10.55,8.642,9.786,9.83,8.242,8.175,10.041,11.629,10.098,13.482,12.587,14.768,17.275,19.78,21.84,21.596,23.638,23.222,23.711,24.073,23.898,23.977,23.588
BEN,Benin,347,"Inflation, average consumer prices",Index,28.695,28.924,30.098,28.272,31.174,31.532,31.663,31.239,32.315,32.25,32.608,33.293,35.264,35.421,49.071,56.166,58.927,61.169,64.689,64.914,67.58,70.04,71.868,73.133,74.001,77.461,82.384,83.367,89.008,89.363,91.31,93.808,100.134,101.103,100.009,100.219,99.423,101.182,102.041,101.089,104.121,106.204,108.328,110.494,112.704,114.958,117.257
BEN,Benin,352,Population (WEO),Value,3.636,3.763,3.878,4.004,4.13,4.267,4.404,4.54,4.687,4.826,4.978,5.149,5.332,5.522,5.714,5.906,6.094,6.282,6.47,6.664,6.866,7.077,7.295,7.521,7.75,7.982,8.217,8.455,8.697,8.945,9.199,9.461,9.729,10.005,10.287,10.576,10.872,11.175,11.49,11.814,12.146,12.487,12.838,13.198,13.569,13.95,14.342
BEN,Benin,354,General government total expenditure,National Currency,,,,,,,,,,86.955,96.706,96.534,109.383,105.489,164.422,218.716,219.232,229.693,215.581,243.218,391.025,414.785,444.714,424.54,436.105,489.596,477.938,618.147,635.13,778.455,664.1,742.164,809.781,920.832,933.036,1222.18,1080.75,1311.7,1311.43,1231.2,1718.07,1745.59,1775.62,1939.38,2071.56,2245.31,2393.25
BEN,Benin,355,General government net lending/borrowing,National Currency,,,,,,,,,,4.512,-17.309,-17.246,-16.117,-3.639,-18.992,-28.315,-1.787,8.472,36.267,44.003,-92.302,-87.788,-96.889,-33.255,-23.006,-52.749,-5.385,8.68,-1.786,-102.638,-13,-49.45,-12.262,-84.394,-108.265,-373.862,-300.428,-310.039,-235.605,-45.499,-423.772,-419.768,-303.762,-274.074,-238.244,-258.745,-210.483
BEN,Benin,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,19.512,-2.009,-3.346,4.683,12.279,7.227,-0.464,25.587,29.55,50.573,57.874,-78.24,-72.547,-81.364,-20.955,-7.146,-45.837,0.012,50.848,8.562,-87.039,4.7,-34.55,10.881,-64.54,-89.94,-337.573,-237.086,-203.625,-109.652,89.126,-247.489,-198.968,-79.802,-39.814,2.996,-8.435,70.077
BEN,Benin,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,775.915,891.957,989.769,1019.99,895.249,725.279,702.15,934.213,307.438,558.576,799.146,858.646,990.776,1101.59,1111.5,1144.01,1461.56,2080.46,2516.51,2920.51,3251.78,3476.59,3963.27,4452.52,4691.69,4912,5108.87,5318.3,5430.66
BEN,Benin,360,Gross domestic product corresponding to fiscal year,National Currency,379.049,327.507,379.347,416.634,465.5,499.044,491.37,498.807,514.598,509.103,533.63,560.388,594.416,644.07,887.259,1082.97,1207.84,1323.94,1448.39,2263.34,2499.93,2685.13,2909.67,3102.02,3264.37,3462.85,3674.8,3909.98,4365.33,4580.01,4718.03,5039.21,5688.29,6182.56,6559.33,6732.81,7005.23,7375.3,7915.66,8432.25,8732.19,9328.18,10125.39,10962.95,11912.2,12937.24,14032.23
BEN,Benin,362,Volume of imports (% change),Percent change,-38.14,23.395,5.135,-40.769,-1.539,49.529,32.37,9.041,-3.461,-40.808,92.517,9.727,48.011,-9.497,-48.075,123.129,3.001,1.342,11.482,19.218,-12.115,12.921,29.914,29.898,-2.224,-10.556,9.423,45.93,4.502,8.067,-13.791,-11.584,5.542,34.872,29,0.336,5.237,8.375,13.573,-10.837,-6.865,26.21,7.965,5.248,5.178,4.923,4.981
BEN,Benin,363,Volume of exports (% change),Percent change,-19.05,16.795,2.045,-35.747,17.448,46.196,-7.475,-10.786,-16.257,61.113,15.938,62.085,-5.655,0.481,26.493,58.498,-7.799,23.488,-24.672,-1.006,43.441,-8.624,11.071,52.453,-12.337,7.155,20.347,45.827,6.939,3.433,-3.029,-16.509,19.242,32.287,20.44,-4.714,24.011,5.166,0.805,-13.763,-6.234,34.011,8.658,5.089,5.02,4.705,4.76
BEN,Benin,2777,General government total expenditure,% of GDP,,,,,,,,,,17.08,18.122,17.226,18.402,16.378,18.531,20.196,18.151,17.349,14.884,10.746,15.641,15.447,15.284,13.686,13.36,14.139,13.006,15.809,14.549,16.997,14.076,14.728,14.236,14.894,14.225,18.153,15.428,17.785,16.568,14.601,19.675,18.713,17.536,17.69,17.39,17.355,17.055
BEN,Benin,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,0.886,-3.244,-3.078,-2.711,-0.565,-2.141,-2.615,-0.148,0.64,2.504,1.944,-3.692,-3.269,-3.33,-1.072,-0.705,-1.523,-0.147,0.222,-0.041,-2.241,-0.276,-0.981,-0.216,-1.365,-1.651,-5.553,-4.289,-4.204,-2.976,-0.54,-4.853,-4.5,-3,-2.5,-2,-2,-1.5
BEN,Benin,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,3.833,-0.376,-0.597,0.788,1.907,0.814,-0.043,2.118,2.232,3.492,2.557,-3.13,-2.702,-2.796,-0.676,-0.219,-1.324,,1.3,0.196,-1.9,0.1,-0.686,0.191,-1.044,-1.371,-5.014,-3.384,-2.761,-1.385,1.057,-2.834,-2.133,-0.788,-0.363,0.025,-0.065,0.499
BEN,Benin,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,53.571,39.409,39.592,37.987,30.768,23.381,21.51,26.978,8.366,14.286,18.307,18.748,21,21.86,19.54,18.504,22.282,30.9,35.923,39.598,41.08,41.23,45.387,47.732,46.336,44.805,42.888,41.108,38.701
BEN,Benin,3092,"Inflation, average consumer prices",Percent change,9.596,0.795,4.059,-6.067,10.265,1.151,0.414,-1.339,3.445,-0.202,1.112,2.1,5.921,0.445,38.535,14.458,4.917,3.803,5.755,0.348,4.107,3.641,2.61,1.76,1.187,4.676,6.355,1.194,6.767,0.398,2.179,2.736,6.743,0.969,-1.083,0.21,-0.794,1.769,0.849,-0.933,3,2,2,2,2,2,2
BFA,Burkina Faso,345,Total investment (% of GDP),% of GDP,7.696,11.052,10.556,7.3,8.565,15.326,12.576,11.78,11.402,12.927,12.963,13.024,13.065,13.531,14.229,14.768,16.686,18.189,17.925,17.297,14.571,13.546,13.452,15.459,15.518,17.564,16.125,18.251,20.732,19.99,21.99,22.124,24.653,23.71,19.262,19.43,20.842,23.917,26.24,25.936,23.779,23.074,22.698,22.584,22.607,22.685,22.625
BFA,Burkina Faso,346,Gross national savings (% of GDP),% of GDP,9.111,11.885,8.638,6.416,11.631,11.718,11.788,9.912,9.821,16.302,10.757,10.455,12.456,11.554,14.929,11.323,9.436,10.103,11.321,7.34,3.805,4.417,5.171,7.693,5.76,7.239,7.817,10.898,10.5,15.953,20.194,20.796,23.361,13.702,12.098,11.863,14.757,18.908,22.136,22.609,20.033,18.564,17.924,17.445,17.258,17.199,16.737
BFA,Burkina Faso,347,"Inflation, average consumer prices",Index,32.462,34.915,39.125,42.39,44.445,47.58,46.295,44.976,46.861,46.71,46.333,47.492,46.546,46.832,58.409,62.949,66.794,68.751,72.127,71.348,71.227,74.595,76.31,77.867,77.556,82.526,84.454,84.257,93.246,94.052,93.48,96.068,99.735,100.259,100,101.653,102.102,103.616,105.643,102.227,104.153,106.965,109.747,112.49,115.302,118.185,121.14
BFA,Burkina Faso,352,Population (WEO),Value,6.823,6.985,7.158,7.341,7.531,7.728,7.931,8.14,8.356,8.58,8.811,9.05,9.297,9.552,9.817,10.09,10.373,10.666,10.969,11.283,11.608,11.945,12.293,12.655,13.031,13.422,13.829,14.252,14.69,15.141,15.605,16.082,16.571,17.073,17.586,18.111,18.646,19.193,19.752,20.321,20.912,21.521,22.147,22.791,23.454,24.136,24.838
BFA,Burkina Faso,354,General government total expenditure,National Currency,,,,,,89.973,129.355,154.056,142.043,133.098,174.951,168.786,167.377,182.033,211.013,259.625,293.939,321.771,367.391,446.325,417.988,459.374,489.168,483.81,582.37,655.175,748.349,833.588,783.656,956.439,1083.23,1163.39,1453.72,1677.34,1440.76,1424.16,1645.11,2150,2137.71,2201.27,2553.43,2666.22,2842.3,3001.16,3148.95,3440.81,3762.83
BFA,Burkina Faso,355,General government net lending/borrowing,National Currency,,,,,,-9.523,-40.445,-42.216,-37.883,18.44,-71.566,-27.569,-25.073,-38.826,-22.333,-35.341,-24.793,-42.464,-48.345,-68.571,-63.832,-83.124,-111.386,-49.208,-120.574,-158.456,490.699,-183.041,-152.904,-184.915,-203.006,-116.1,-177.211,-235.591,-119.612,-146.182,-234.411,-566.421,-391.839,-319.304,-492.301,-566.017,-524.562,-472.172,-382.513,-413.045,-446.222
BFA,Burkina Faso,357,General government primary net lending/borrowing,National Currency,,,,,,-2.463,-33.215,-33.546,-28.823,26.34,-63.116,-16.589,-13.704,-26.439,-7.372,-18.917,-13.297,-30.742,-35.642,-54.909,-47.213,-65.654,-94.622,-32.422,-101.447,-140.293,508.048,-169.986,-140.21,-168.044,-181.651,-87.809,-135.406,-200.891,-75.6,-102.43,-169.064,-496.905,-294.598,-202.235,-378.238,-392.18,-344.57,-258.666,-145.018,-156.443,-169.533
BFA,Burkina Faso,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,,,1087.75,1090.69,1171.24,1270.83,687.133,832.713,970.834,1149.87,1388.8,1394.95,1616.78,1719.85,1828.2,2194.65,2528.59,2756.18,3388.08,3936.78,4214.08,4749.58,5257.28,5724.48,6105.45,6519.22,6966.88
BFA,Burkina Faso,360,Gross domestic product corresponding to fiscal year,National Currency,504.063,564.046,635.404,673.373,690.171,784.446,793.113,801.029,876.34,938.435,949.66,994.696,999.275,1018.96,1183.48,1335.83,1488.14,1606.77,1861.09,2086.19,2108.16,2336.62,2512.87,2749.16,2874.88,3240.72,3420.54,3649.93,4215.34,4444.6,5002.18,5692.82,6413.11,6640.14,6884.47,6995.31,7598.72,8227.85,8997.92,9225.64,9507.06,10149.55,10928.44,11804.32,12750.05,13767.75,14873.6
BFA,Burkina Faso,362,Volume of imports (% change),Percent change,,-0.694,9.407,-12.484,-10.123,34.66,20.952,-3.806,-6.213,-10.056,13.504,-6.243,-8.282,8.428,-26.981,15.027,15.454,-2.486,31.509,-13.484,-13.571,1.738,7.565,18.854,-3.475,-0.183,4.296,12.083,11.303,-6.509,8.034,10.619,14.98,15.946,-6.763,7.411,2.939,14.278,4.381,-2.64,8.46,12.284,5.234,5.065,4.729,4.903,5.265
BFA,Burkina Faso,363,Volume of exports (% change),Percent change,,13.413,-14.02,-12.197,18.604,12.178,-2.635,17.92,-9.618,-29.793,37.563,5.678,-15.291,8.909,-3.094,-13.806,5.594,-1.268,49.119,-9.511,4.376,-2.263,30.081,1.613,22.043,18.757,10.303,2.634,7.468,4.357,52.259,25.425,12.472,-1.539,12.12,6.408,12.493,21.194,5.874,0.249,-14.508,0.498,1.095,2.979,4.072,3.688,3.311
BFA,Burkina Faso,2777,General government total expenditure,% of GDP,,,,,,11.47,16.31,19.232,16.209,14.183,18.422,16.969,16.75,17.865,17.83,19.435,19.752,20.026,19.741,21.394,19.827,19.66,19.467,17.598,20.257,20.217,21.878,22.838,18.591,21.519,21.655,20.436,22.668,25.261,20.928,20.359,21.65,26.131,23.758,23.86,26.858,26.269,26.008,25.424,24.698,24.992,25.299
BFA,Burkina Faso,2779,General government net lending/borrowing,% of GDP,,,,,,-1.214,-5.1,-5.27,-4.323,1.965,-7.536,-2.772,-2.509,-3.81,-1.887,-2.646,-1.666,-2.643,-2.598,-3.287,-3.028,-3.557,-4.433,-1.79,-4.194,-4.89,14.346,-5.015,-3.627,-4.16,-4.058,-2.039,-2.763,-3.548,-1.737,-2.09,-3.085,-6.884,-4.355,-3.461,-5.178,-5.577,-4.8,-4,-3,-3,-3
BFA,Burkina Faso,2783,General government primary net lending/borrowing,% of GDP,,,,,,-0.314,-4.188,-4.188,-3.289,2.807,-6.646,-1.668,-1.371,-2.595,-0.623,-1.416,-0.894,-1.913,-1.915,-2.632,-2.24,-2.81,-3.765,-1.179,-3.529,-4.329,14.853,-4.657,-3.326,-3.781,-3.631,-1.542,-2.111,-3.025,-1.098,-1.464,-2.225,-6.039,-3.274,-2.192,-3.978,-3.864,-3.153,-2.191,-1.137,-1.136,-1.14
BFA,Burkina Faso,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,,43.287,39.674,40.74,39.214,20.088,22.815,23.031,25.871,27.764,24.504,25.21,25.901,26.555,31.373,33.276,33.498,37.654,42.672,44.326,46.796,48.106,48.495,47.886,47.351,46.841
